Praznik;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;12;143.25;143.25
0;12;168.5;158.0
0;12;167.25;159.5
0;12;169.75;159.0
0;12;175.5;169.75
0;12;164.75;164.25
1;1;165.75;163.0
1;1;174.0;176.5
0;1;205.0;187.5
0;1;202.75;180.75
0;1;201.5;180.25
1;1;179.25;176.25
0;1;183.75;175.5
1;1;183.75;172.75
1;1;180.5;171.0
0;1;203.5;187.25
0;1;219.0;199.25
0;1;204.25;186.25
0;1;220.5;199.0
0;1;202.75;187.5
1;1;171.5;165.0
1;1;168.75;163.0
0;1;210.0;192.5
0;1;210.5;191.25
0;1;202.5;193.75
0;1;207.5;184.5
0;1;192.25;176.5
1;1;184.75;181.75
1;1;184.0;168.5
0;1;211.5;192.5
0;1;213.0;201.25
0;1;210.25;190.0
0;1;220.25;193.5
0;1;212.5;190.5
1;1;185.0;186.5
1;1;179.25;176.0
0;1;236.0;215.25
0;2;219.0;198.75
0;2;207.0;191.5
0;2;220.25;199.5
0;2;191.0;174.5
1;2;179.0;177.25
1;2;178.0;170.5
0;2;213.75;196.25
0;2;211.25;191.5
0;2;209.5;192.25
0;2;221.75;203.0
0;2;196.0;189.5
1;2;185.75;186.25
1;2;183.5;185.25
0;2;228.5;214.5
0;2;229.5;215.5
0;2;221.5;202.25
0;2;224.5;203.75
0;2;225.25;187.5
1;2;154.5;151.5
1;2;198.25;193.25
0;2;228.25;212.0
0;2;212.5;198.75
0;2;206.75;195.5
0;2;221.75;201.75
0;2;216.0;202.5
1;2;187.75;180.5
1;2;197.0;189.0
0;2;235.0;218.5
0;3;235.75;210.75
0;3;224.5;199.75
0;3;213.5;200.25
0;3;213.5;190.5
1;3;190.390510949;182.675373134
1;3;177.322344322;179.182481752
0;3;210.937956204;204.234432234
0;3;222.28125;201.207843137
0;3;221.132;207.21875
0;3;215.819607843;204.13671875
0;3;209.0546875;201.163424125
1;3;206.5703125;198.575875486
1;3;200.482490272;190.45703125
0;3;220.25;207.25
0;3;213.75;203.25
0;3;227.25;206.25
0;3;244.5;215.75
0;3;222.5;198.5
1;3;197.5;196.25
1;3;195.5;189.5
0;3;224.25;201.5
0;3;226.75;208.5
0;3;218.0;203.75
0;3;231.75;220.0
0;3;205.5;194.0
1;3;201.5;194.25
1;3;203.25;195.25
0;3;NaN;NaN
0;3;221.25;204.75
0;3;222.75;208.0
0;3;229.5;212.75
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;175.75;164.75
1;4;159.5;149.75
0;4;183.25;172.25
0;4;184.0;175.0
0;4;201.25;180.25
0;4;200.25;179.25
0;4;162.75;156.5
1;4;154.75;146.5
1;4;158.75;153.0
1;4;160.75;158.75
0;4;183.0;160.5
0;4;187.25;168.25
0;4;200.25;182.75
0;4;180.25;164.5
1;4;210.25;196.25
1;5;167.75;161.25
0;5;188.75;170.5
0;5;186.25;175.25
0;5;182.5;169.75
0;5;192.054744526;174.355311355
0;5;180.358649789;170.56846473
1;5;165.589211618;161.012244898
1;5;170.76446281;161.818181818
0;5;182.25;167.25
0;5;191.0;175.75
0;5;204.5;185.0
0;5;203.0;186.75
0;5;NaN;NaN
1;5;214.25;214.5
1;5;212.991701245;203.4
0;5;193.981651376;178.222772277
0;5;194.439655172;176.42173913
0;5;184.540178571;172.691666667
0;5;200.383966245;182.487394958
0;5;184.054298643;169.121621622
1;5;176.89119171;159.348039216
1;5;168.164705882;165.231182796
0;5;207.254545455;187.230769231
0;5;202.852678571;185.328947368
0;5;193.0;181.5
0;5;197.352422907;187.305676856
0;5;191.708860759;179.021551724
1;5;165.103448276;159.079831933
1;5;168.274678112;162.164556962
0;5;205.343220339;194.52173913
0;5;200.666666667;190.756302521
0;6;205.328947368;184.331858407
0;6;208.053333333;196.828054299
0;6;181.808035714;173.480176211
1;6;178.702222222;168.762331839
1;6;167.674008811;161.097345133
0;6;223.504464286;205.0
0;6;223.0625;197.406392694
0;6;210.617777778;183.209606987
0;6;202.932735426;175.574660633
0;6;184.094170404;173.902222222
1;6;175.987341772;163.867521368
1;6;161.386266094;159.262008734
0;6;186.592274678;171.365217391
0;6;181.666666667;166.176211454
0;6;195.0;175.75
0;6;202.75;181.5
0;6;211.182222222;164.346491228
1;6;177.682403433;171.623893805
1;6;165.710526316;154.816593886
0;6;179.32034632;167.588495575
0;6;167.25;154.25
1;6;160.710622711;155.347985348
1;6;170.867158672;168.284671533
0;6;152.092592593;148.044609665
1;6;153.450549451;152.466911765
1;6;153.114503817;154.955719557
0;6;190.958525346;182.263829787
0;6;186.472972973;178.108108108
0;6;201.310810811;188.20361991
0;6;193.616438356;180.787330317
