Praznik;Mjesec;PrijasnjaPotrosnja;Potrosnja
1;12;147.25;148.25
0;12;142.75;144.5
0;12;153.75;153.0
1;12;156.25;153.75
1;12;157.25;156.5
0;12;164.75;162.25
1;1;171.0;171.5
0;1;162.75;161.25
0;1;167.5;166.25
0;1;178.0;179.0
0;1;172.25;175.0
1;1;168.5;168.0
1;1;175.25;175.0
1;1;172.0;171.75
0;1;165.0;166.5
0;1;168.0;165.5
0;1;174.75;176.25
0;1;NaN;NaN
0;1;177.5;177.25
1;1;172.0;172.0
1;1;182.25;180.5
0;1;160.5;160.75
0;1;158.75;155.75
0;1;177.25;178.0
0;1;174.75;173.0
0;1;174.25;172.0
1;1;173.0;169.5
1;1;172.75;171.0
0;1;177.5;176.25
0;1;164.5;163.25
0;1;173.0;170.5
0;1;181.5;180.25
0;1;174.75;170.75
1;1;174.75;172.75
1;1;183.5;177.0
0;1;177.75;174.25
0;1;167.75;166.75
0;2;189.25;186.75
0;2;181.0;180.0
0;2;183.0;182.5
1;2;183.0;179.0
1;2;173.25;172.5
0;2;174.75;169.5
0;2;168.25;167.5
0;2;178.0;177.25
0;2;179.0;176.5
0;2;179.5;179.25
1;2;186.75;186.5
1;2;179.0;177.5
0;2;188.0;187.5
0;2;181.5;178.75
0;2;192.0;187.25
0;2;199.75;194.0
0;2;191.25;189.0
1;2;184.0;183.5
1;2;186.75;185.25
0;2;151.75;151.75
0;2;185.5;184.25
0;2;191.25;190.75
0;2;180.5;181.25
0;2;176.0;174.0
1;2;184.0;179.5
1;2;190.25;184.25
0;2;184.5;185.25
0;2;182.25;181.5
0;3;188.5;188.25
0;3;193.25;189.25
0;3;182.25;180.75
1;3;184.0;176.75
1;3;182.5;179.0
0;3;178.073260073;179.452554745
0;3;172.286764706;171.682481752
0;3;187.018050542;183.963898917
0;3;188.80859375;186.876494024
0;3;195.73151751;195.62890625
1;3;188.031128405;186.175097276
1;3;191.984375;190.417670683
0;3;189.128404669;188.763052209
0;3;185.7265625;184.688715953
0;3;190.75;188.0
0;3;190.25;186.25
0;3;192.0;187.0
1;3;191.5;188.0
1;3;192.25;186.5
0;3;188.5;186.25
0;3;182.0;181.5
0;3;184.0;184.75
0;3;186.5;187.25
0;3;199.25;194.25
1;3;193.5;189.25
1;3;193.75;187.75
0;3;195.0;NaN
0;3;NaN;NaN
0;3;NaN;NaN
0;3;190.75;191.5
0;3;196.75;193.25
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
0;4;NaN;NaN
1;4;NaN;NaN
1;4;NaN;NaN
0;4;144.25;147.75
0;4;143.75;141.5
0;4;154.25;151.75
0;4;160.5;157.0
0;4;158.25;152.5
1;4;153.5;151.5
1;4;152.5;146.25
1;4;142.0;143.0
1;4;148.0;143.25
0;4;143.25;141.75
0;4;149.5;150.25
0;4;153.0;152.5
1;4;159.75;158.75
1;4;163.0;159.75
1;5;183.75;179.0
0;5;158.25;152.75
0;5;152.0;150.75
0;5;168.75;167.0
0;5;155.75;154.75
1;5;157.644688645;154.620437956
1;5;158.765432099;155.367768595
0;5;159.057142857;156.493775934
0;5;157.0;150.75
0;5;153.25;152.25
0;5;160.5;158.5
0;5;166.75;165.0
1;5;NaN;NaN
1;5;NaN;NaN
0;5;192.0;187.25
0;5;182.482071713;179.93877551
0;5;158.233050847;154.858870968
0;5;151.431718062;150.49339207
0;5;149.807228916;145.241935484
1;5;156.844262295;154.791878173
1;5;155.493150685;152.966824645
0;5;146.732142857;147.353982301
0;5;148.236363636;147.823529412
0;5;162.236607143;157.113537118
0;5;161.165938865;160.386666667
0;5;160.5;157.5
1;5;172.538793103;163.029535865
1;5;169.037815126;161.513043478
0;5;155.098712446;155.560869565
0;5;154.68487395;149.769911504
0;5;163.360515021;162.868644068
0;6;171.877637131;170.324675325
0;6;166.388646288;161.456521739
1;6;171.328828829;168.647321429
1;6;168.612334802;162.530701754
0;6;161.473451327;160.52
0;6;153.52173913;152.371179039
0;6;175.232142857;175.3632287
0;6;171.333333333;170.22173913
0;6;167.81938326;167.004310345
1;6;167.425339367;166.544642857
1;6;169.933333333;173.317180617
0;6;155.688888889;156.544303797
0;6;155.371794872;157.253218884
0;6;161.11965812;159.343347639
0;6;165.161016949;163.843478261
0;6;164.75;166.0
1;6;161.25;156.5
1;6;156.42920354;154.995633188
0;6;164.168831169;162.621621622
0;6;154.636363636;153.195652174
0;6;164.513157895;162.986956522
1;6;143.75;147.75
1;6;139.626865672;139.578358209
1;6;154.739463602;158.048507463
1;6;165.466911765;159.676470588
0;6;157.486988848;153.885608856
0;6;157.247272727;156.45620438
0;6;160.225352113;158.787735849
0;6;158.627802691;163.103603604
0;6;170.964757709;164.795454545
